,star,ra,dec,comment,ra_deg,dec_deg,MAIN_ID,RA_2_A_ICRS_J2017_5_2000,DEC_2_D_ICRS_2017_5_2000,Distance_distance,Distance_Q,Distance_unit,Distance_merr,Distance_perr,Distance_method,Distance_bibcode,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,FLUX_I,FLUX_H,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,S_Type
237,HIP 47681 ,09:43:20.3 ,-29:48:14.7 ,H-coron (~1 hr),145.834583333333,-29.804083333333303,b'HD  84273',09 43 20.1453,-29 48 14.427,45.2345,,pc,-0.0939,0.0939,paral,2018yCat.1345....0G,,,,,,,,,6.9019999504089355,5784,,,,b'SUN',,2006A&A...450..735M,G5V
238,BD+17 2140 ,09:49:40.6 ,16:22:13.8 ,H-coron (~1 hr),147.419166666667,16.3705,b'BD+17  2140',09 49 40.5686,+16 22 13.904,64.0726,,pc,-0.1983,0.1983,paral,2018yCat.1345....0G,,,,,,,,,7.633999824523926,0,,,,b'',,,G0
239,HIP 48273 ,09:50:30.1 ,04:20:37.1 ,H-coron (~1 hr),147.625416666667,4.34363888888889,b'*   4 Sex',09 50 29.9081,+04 20 37.136,47.2137,,pc,-0.3489,0.3489,paral,2018yCat.1345....0G,,,,,,,,5.800000190734863,5.179999828338623,6473,,,,b'SUN',,2011A&A...530A.138C,F5V
240,HIP 48341 ,09:51:14.0 ,-04:14:35.8 ,H-coron (~1 hr),147.808333333333,-4.24327777777778,b'*   6 Sex',09 51 14.0461,-04 14 36.048,65.2443,,pc,-0.4427,0.4427,paral,2018yCat.1345....0G,,,,,,,,,5.677000045776367,0,,,,b'',,,A4V
241,HIP 49165 ,10:02:00.5 ,-34:10:25.0 ,H-coron (~1 hr),150.502083333333,-34.1736111111111,b'HD  87099',10 02 00.3528,-34 10 24.837,76.3691,,pc,-0.2735,0.2735,paral,2018yCat.1345....0G,,,,,,,,,6.436999797821045,0,,,,b'',,,A8III
242,V* AN Sex ,10:12:17.6 ,-03:44:44.3 ,H-coron (~1 hr),153.07333333333298,-3.74563888888889,b'V* AN Sex',10 12 17.4896,-03 44 44.393,7.7048,,pc,-0.005,0.005,paral,2018yCat.1345....0G,830000.0,,km,32000.0,V,FundStP,2010MNRAS.407.1657H,7.065999984741211,5.257999897003174,3651,,0.029999999329447746,,b'SUN',,2014MNRAS.443.2561G,M2V
243,HD 298936 ,10:13:14.7 ,-52:30:53.9 ,H-coron (~1 hr),153.31125,-52.514972222222205,b'HD 298936',10 13 14.6518,-52 30 54.000,53.3504,,pc,-0.0911,0.0911,paral,2018yCat.1345....0G,,,,,,,,8.687000274658203,7.353000164031982,4834,4.53000020980835,,,b'SUN',,2014MNRAS.442..220F,K3Ve
244,HD 88742 ,10:13:24.7 ,-33:01:54.2 ,H-coron (~1 hr),153.352916666667,-33.0317222222222,b'HD  88742',10 13 24.2131,-33 01 54.193,22.4424,,pc,-0.0155,0.0155,paral,2018yCat.1345....0G,,,,,,,,,5.063000202178955,6004,4.519999980926514,0.0,,b'',,2018A&A...614A..84S,G0V
245,HIP 50191 ,10:14:44.2 ,-42:07:18.9 ,H-coron (~1 hr),153.684166666667,-42.121916666666706,b'* q Vel',10 14 43.9196,-42 07 18.993,30.576,,pc,-0.3008,0.3008,paral,2018yCat.1345....0G,,,,,,,,3.809999942779541,3.75,8829,4.139999866485596,,,b'',,2003AJ....125.1598L,A2Va
246,HIP 50534 ,10:19:16.3 ,-11:22:42.2 ,H-coron (~1 hr),154.817916666667,-11.3783888888889,b'HD  89454',10 19 16.2072,-11 22 42.644,41.2631,,pc,-0.1216,0.1216,paral,2018yCat.1345....0G,,,,,,,,,6.535999774932861,5708,4.449999809265137,0.10999999940395355,,b'',,2018A&A...614A..84S,G5V
247,TYC 251-1015-1,10:19:28.6 ,06:34:59.1 ,H-coron (~1 hr); H-coron-pol,154.869166666667,6.58308333333333,b'HD  89452',10 19 28.5345,+06 34 58.702,36.2571,,pc,-0.0769,0.0769,paral,2018yCat.1345....0G,,,,,,,,,6.934000015258789,0,,,,b'',,,K0
248,HIP 50693 ,10:21:07.9 ,-17:59:05.6 ,H-coron (~1 hr),155.282916666667,-17.984888888888896,b'HD  89747',10 21 07.9198,-17 59 05.840,62.5837,,pc,-0.2178,0.2178,paral,2018yCat.1345....0G,,,,,,,,,5.566999912261963,6749,,,,b'SUN',,2011A&A...530A.138C,F3IV
249,HD 90712 ,10:27:47.8 ,-34:23:58.1 ,H-coron (~1 hr),156.949166666667,-34.3994722222222,b'HD  90712',10 27 47.6062,-34 23 58.128,37.8923,,pc,-0.0708,0.0708,paral,2018yCat.1345....0G,,,,,,,,,6.146999835968018,5953,4.409999847412109,,,b'',,2003AJ....125.1598L,G0VCH-0.3
250,TYC 8601-4517-1,10:28:17.9 ,-52:33:40.0 ,H-coron (~1 hr),157.074583333333,-52.561111111111096,b'HD  90885B',10 28 17.7027,-52 33 40.082,33.3726,,pc,-0.0489,0.0489,paral,2018yCat.1345....0G,,,,,,,,,6.639999866485596,0,,,,b'',,,K1V
251,TYC 8601-1851-1,10:28:18.5 ,-52:33:42.0 ,H-coron (~1 hr),157.077083333333,-52.561666666666696,b'HD  90885A',10 28 18.3269,-52 33 42.006,33.4411,,pc,-0.0507,0.0507,paral,2018yCat.1345....0G,,,,,,,,,6.539999961853027,0,,,,b'',,,K0.5V(k)
252,BD+01 2447 ,10:28:55.5 ,00:50:27.6 ,H-coron (~1 hr),157.23125,0.841,b'BD+01  2447',10 28 54.8477,+00 50 27.601,7.0329,,pc,-0.0025,0.0025,paral,2018yCat.1345....0G,,,,,,,,7.388999938964844,5.605000019073486,3640,,,,b'SUN',,2014MNRAS.443.2561G,M2.0Ve
253,HD 90905 ,10:29:42.2 ,01:29:28.0 ,H-coron (~1 hr),157.425833333333,1.4911111111111102,b'HD  90905',10 29 42.0537,+01 29 28.039,31.0381,,pc,-0.0914,0.0914,paral,2018yCat.1345....0G,,,,,,,,6.300000190734863,5.599999904632568,6148,4.570000171661377,0.07000000029802322,,b'SUN',,2005ApJS..159..141V,G1V
254,HIP 51907 ,10:36:17.4 ,-10:35:00.3 ,H-coron (~1 hr),159.0725,-10.5834166666667,b'HD  91858',10 36 17.4125,-10 35 00.256,64.1857,,pc,-0.3498,0.3498,paral,2018yCat.1345....0G,,,,,,,,,5.926000118255615,7311,,,,b'SUN',,2012A&A...537A.120Z,F0V
255,V* CE Ant ,10:42:30.1 ,-33:40:16.2 ,H-coron (~1 hr); H-coron-pol,160.625416666667,-33.6711666666667,b'V* CE Ant',10 42 29.9354,-33 40 16.226,34.029,,pc,-0.0762,0.0762,paral,2018yCat.1345....0G,,,,,,,,9.100000381469727,7.125,0,,,,b'',,,M2Ve
256,V419 Hya ,10:43:28.3 ,-29:03:51.1 ,H-coron (~1 hr); H-coron-pol,160.867916666667,-29.0641944444444,b'V* V419 Hya',10 43 27.9839,-29 03 51.429,21.5397,,pc,-0.0198,0.0198,paral,2018yCat.1345....0G,536000.0,,km,,,,2007ApJ...660.1556R,6.806000232696533,5.769999980926514,5015,4.519999980926514,,,b'',,2003AJ....125.1598L,K1V
257,HIP 52787 ,10:47:31.2 ,-22:20:52.8 ,H-coron (~1 hr),161.88,-22.348000000000003,b'HD  93528',10 47 30.9970,-22 20 52.914,33.6118,,pc,-0.085,0.085,paral,2018yCat.1345....0G,,,,,,,,7.514999866485596,6.559000015258789,0,,-0.10999999940395355,,b'SUN',,2008A&A...485..571J,K0V
258,HIP 53217 ,10:53:04.5 ,-20:37:41.0 ,H-coron (~1 hr),163.26875,-20.6280555555556,b'HD  94340',10 53 04.3632,-20 37 41.542,41.7145,,pc,-0.2147,0.2147,paral,2018yCat.1345....0G,,,,,,,,,5.526000022888184,5903,,,,b'SUN',,2011A&A...530A.138C,G4V
259,HIP53524 ,10:57:03.1 ,-68:40:02.6 ,H-coron (~1 hr); H-coron-pol,164.262916666667,-68.66738888888891,b'HD  95086',10 57 02.8896,-68 40 02.446,86.4424,,pc,-0.2428,0.2428,paral,2018yCat.1345....0G,1040000.0,,km,,,,2007ApJ...660.1556R,,6.867000102996826,0,,,,b'',,,A8III
260,HIP 53771 ,11:00:08.3 ,-51:49:04.1 ,H-coron (~1 hr),165.034583333333,-51.8178055555556,b'HD  95429',11 00 08.1549,-51 49 04.085,58.8384,,pc,-0.1326,0.1326,paral,2018yCat.1345....0G,,,,,,,,,5.784999847412109,0,,,,b'',,,A3III/IV
261,V* TW Hya ,11:01:51.9 ,-34:42:17.0 ,H-coron (~1 hr); H-coron-pol,165.46625,-34.7047222222222,b'V* TW Hya',11 01 51.8083,-34 42 17.031,60.086,,pc,-0.1501,0.1501,paral,2018yCat.1345....0G,773000.0,,km,,,,2007ApJ...660.1556R,9.180000305175781,7.558000087738037,4057,,-0.09000000357627869,,b'SUN',,2014MNRAS.443.2561G,K6Ve
262,HIP 53954 ,11:02:19.8 ,20:10:47.1 ,H-coron (~1 hr); H-coron-pol,165.5825,20.17975,b'* b Leo',11 02 19.7649,+20 10 47.426,38.0212,,pc,-0.5167,0.5167,paral,2018yCat.1345....0G,,,,,,,,,4.323999881744385,9200,4.25,,,b'',,2015AJ....150....2K,kA1VmA3V
263,HIP 54155 ,11:04:41.5 ,-04:13:15.9 ,H-coron (~1 hr),166.172916666667,-4.22108333333333,b'HD  96064',11 04 41.2618,-04 13 15.917,26.2381,,pc,-0.0438,0.0438,paral,2018yCat.1345....0G,,,,,,,,,5.9029998779296875,5457,4.460000038146973,-0.019999999552965164,,b'',,2018MNRAS.479.1332M,G8V
264,HIP 54477 ,11:08:44.0 ,-28:04:50.2 ,H-coron (~1 hr),167.183333333333,-28.080611111111104,b'HD  96819',11 08 43.8984,-28 04 50.347,53.0839,,pc,-0.5331,0.5331,paral,2018yCat.1345....0G,,,,,,,,,5.3520002365112305,8954,,,,b'SUN',,2012A&A...537A.120Z,A1V
265,GJ 1144 ,11:16:22.1 ,-14:41:36.1 ,H-coron (~1 hr),169.092083333333,-14.6933611111111,b'BD-13  3333',11 16 21.9362,-14 41 36.154,18.2712,,pc,-0.0283,0.0283,paral,2018yCat.1345....0G,,,,,,,,8.284000396728516,6.651000022888184,3902,,-0.28999999165534973,,b'SUN',,2014MNRAS.443.2561G,K7V
266,HIP 55130 ,11:17:12.1 ,-38:00:51.8 ,H-coron (~1 hr),169.300416666667,-38.014388888888895,b'HD  98161',11 17 11.8990,-38 00 51.717,74.2049,,pc,-0.2891,0.2891,paral,2018yCat.1345....0G,,,,,,,,,6.019000053405762,0,,,,b'',,,A1V
267,HIP 55487 ,11:21:49.8 ,-24:11:23.0 ,H-coron (~1 hr),170.4575,-24.189722222222198,b'HD  98764',11 21 49.8898,-24 11 23.162,47.7792,,pc,-0.1114,0.1114,paral,2018yCat.1345....0G,,,,,,,,,6.752999782562256,5897,,,,b'SUN',,2011A&A...530A.138C,G2V
268,HD 99827 ,11:25:17.7 ,-84:57:16.0 ,H-coron (~1 hr),171.32375,-84.9544444444444,b'HD  99827',11 25 17.0990,-84 57 16.344,82.9,,pc,,,,2004ARA&A..42..685Z,,,,,,,,,6.567999839782715,6551,,,,b'SUN',,2011A&A...530A.138C,F5V
269,HIP 55943 ,11:27:55.4 ,11:00:36.2 ,H-coron (~1 hr),171.980833333333,11.0100555555556,b'HD  99636',11 27 55.2086,+11 00 36.044,82.3723,,pc,-0.3203,0.3203,paral,2018yCat.1345....0G,,,,,,,,,7.598999977111816,6120,,,,b'SUN',,2011A&A...530A.138C,G5
270,HIP 56367 ,11:33:16.7 ,-03:24:08.2 ,H-coron (~1 hr),173.31958333333301,-3.4022777777777797,b'HIP  56367',11 33 16.6432,-03 24 08.267,34.8757,,pc,-0.0823,0.0823,paral,2018yCat.1345....0G,,,,,,,,,7.7210001945495605,4006,,0.27000001072883606,,b'SUN',,2014MNRAS.443.2561G,M0Vk
271,HIP56379 ,11:33:25.5 ,-70:11:41.2 ,H-coron (~1 hr); H-coron-pol,173.35625,-70.1947777777778,b'HD 100546',11 33 25.3075,-70 11 41.239,110.021,,pc,-0.6161,0.6161,paral,2018yCat.1345....0G,,,,,,,,6.639999866485596,5.960000038146973,11750,3.5,,,b'SUN',,2006MNRAS.371..252L,B9Vne
272,HIP 56445 ,11:34:22.0 ,03:03:36.6 ,H-coron (~1 hr),173.59166666666698,3.06016666666667,b'*  89 Leo',11 34 21.7341,+03 03 36.593,27.0616,,pc,-0.0598,0.0598,paral,2018yCat.1345....0G,,,,,,,,5.300000190734863,4.775000095367432,6503,4.21999979019165,,,b'',,2003AJ....125.1598L,F5.5V
273,HIP 57013 ,11:41:19.9 ,-43:05:44.4 ,H-coron (~1 hr),175.332916666667,-43.0956666666667,b'HD 101615',11 41 19.6614,-43 05 44.392,64.3021,,pc,-0.4242,0.4242,paral,2018yCat.1345....0G,,,,,,,,,5.511000156402588,9594,,,,b'SUN',,2012A&A...537A.120Z,A0V
274,HIP 57207 ,11:43:49.8 ,-35:14:52.8 ,H-coron (~1 hr); H-coron-pol,175.9575,-35.248000000000005,b'HD 101940',11 43 49.6833,-35 14 52.786,77.9217,,pc,-0.2599,0.2599,paral,2018yCat.1345....0G,,,,,,,,,7.7870001792907715,5996,4.610000133514404,,,b'SUN',,2014MNRAS.442..220F,G1V
275,HIP 57460 ,11:46:42.3 ,-19:28:11.2 ,H-coron (~1 hr),176.67625,-19.4697777777778,b'HD 102346',11 46 42.1857,-19 28 11.150,56.9557,,pc,-0.1943,0.1943,paral,2018yCat.1345....0G,,,,,,,,,6.868000030517578,6142,,,,b'SUN',,2011A&A...530A.138C,F8V
276,HD 102458 ,11:47:24.5 ,-49:53:03.0 ,H-coron (~1 hr); H-coron-pol,176.852083333333,-49.8841666666667,b'HD 102458',11 47 24.4809,-49 53 03.018,113.4018,,pc,-0.4347,0.4347,paral,2018yCat.1345....0G,,,,,,,,8.399999618530273,7.570000171661377,6167,4.630000114440918,,,b'SUN',,2014MNRAS.442..220F,G4V
277,HIP 57562 ,11:47:54.9 ,08:14:45.1 ,H-coron (~1 hr),176.97875,8.245861111111111,b'*   4 Vir',11 47 54.8313,+08 14 45.220,62.1079,,pc,-0.5775,0.5775,paral,2018yCat.1345....0G,,,,,,,,,5.301000118255615,0,,,,b'',,,A1V
278,HIP 57632 ,11:49:03.6 ,14:34:19.4 ,H-coron (~1 hr),177.265,14.572055555555599,b'* bet Leo',11 49 02.9784,+14 34 19.409,11.091,,pc,-0.109,0.109,ST-L,2009ApJ...694.1085V,1.37,,mas,0.01,,Interfer,2009ApJ...694.1085V,2.059999942779541,1.9249999523162842,8720,,,,b'SUN',,1995A&AS..110..553S,A3Va
279,HD 103234 ,11:53:08.0 ,-56:43:38.1 ,H-coron (~1 hr); H-coron-pol,178.28333333333302,-56.72725,b'HD 103234',11 53 07.9246,-56 43 38.097,102.1284,,pc,-0.46,0.46,paral,2018yCat.1345....0G,,,,,,,,,7.311999797821045,0,,,,b'',,,F2IV/V
280,HIP58167 ,11:55:43.6 ,-54:10:50.4 ,H-coron (~1 hr),178.93166666666698,-54.180666666666696,b'HD 103599',11 55 43.4754,-54 10 50.486,108.0299,,pc,-0.5228,0.5228,paral,2018yCat.1345....0G,,,,,,,,,7.360000133514404,0,,,,b'',,,F3IV
281,HIP 58180 ,11:55:57.1 ,-77:00:30.2 ,H-coron (~1 hr),178.987916666667,-77.0083888888889,b'HD 103673',11 55 56.8457,-77 00 30.268,46.7876,,pc,-0.0646,0.0646,paral,2018yCat.1345....0G,,,,,,,,,7.0269999504089355,0,,0.019999999552965164,,b'SUN',,2008A&A...485..571J,G5V
282,HIP 58240 ,11:56:42.3 ,-32:16:05.4 ,H-coron (~1 hr),179.17625,-32.2681666666667,b'HD 103742',11 56 42.0735,-32 16 05.363,35.5134,,pc,-0.0527,0.0527,paral,2018yCat.1345....0G,,,,,,,,,6.242000102996826,5749,4.539999961853027,,,b'',,2003AJ....125.1598L,G3V
283,HIP 58241 ,11:56:43.8 ,-32:16:02.7 ,H-coron (~1 hr),179.1825,-32.2674166666667,b'HD 103743',11 56 43.5315,-32 16 02.692,35.529,,pc,-0.0558,0.0558,paral,2018yCat.1345....0G,,,,,,,,,6.2870001792907715,5784,4.630000114440918,,,b'',,2003AJ....125.1598L,G4V
284,HIP58465 ,11:59:23.8 ,-57:10:04.7 ,H-coron (~1 hr),179.84916666666697,-57.167972222222204,b'HD 104125',11 59 23.6510,-57 10 04.749,99.1513,,pc,-1.3488,1.3488,paral,2018yCat.1345....0G,,,,,,,,,6.343999862670898,0,,,,b'',,,A2V
285,HIP58528 ,12:00:09.4 ,-57:07:01.9 ,H-coron (~1 hr),180.03916666666697,-57.1171944444444,b'HD 104231',12 00 09.3257,-57 07 01.995,102.7316,,pc,-0.4675,0.4675,paral,2018yCat.1345....0G,,,,,,,,,7.480000019073486,0,,,,b'',,,F5V
286,HD 104467 ,12:01:39.1 ,-78:59:16.9 ,H-coron (~1 hr),180.41291666666697,-78.9880277777778,b'HD 104467',12 01 38.8603,-78 59 16.909,98.632,,pc,-1.6071,1.6071,paral,2018yCat.1345....0G,,,,,,,,7.677999973297119,6.9670000076293945,5531,,,,b'SUN',,2011A&A...530A.138C,G3V(e)
287,HIP58720 ,12:02:37.8 ,-69:11:32.2 ,H-coron (~1 hr); H-coron-pol,180.6575,-69.19227777777779,b'HD 104600',12 02 37.5650,-69 11 32.233,104.8537,,pc,-1.0115,1.0115,paral,2018yCat.1345....0G,,,,,,,,,6.079999923706055,11508,,,,b'SUN',,2012A&A...537A.120Z,B9V
288,HIP59282 ,12:09:38.8 ,-58:20:58.7 ,H-coron (~1 hr); H-coron-pol,182.41166666666697,-58.349638888888904,b'HD 105613',12 09 38.7039,-58 20 58.758,104.6069,,pc,-0.4399,0.4399,paral,2018yCat.1345....0G,,,,,,,,,7.025000095367432,0,,,,b'',,,A3V
289,HIP 59315 ,12:10:06.5 ,-49:10:50.7 ,H-coron (~1 hr),182.52708333333302,-49.18075,b'HD 105690',12 10 06.2071,-49 10 50.656,37.7618,,pc,-0.0508,0.0508,paral,2018yCat.1345....0G,,,,,,,,7.414000034332275,6.591000080108643,5520,4.5,,,b'',,2003AJ....125.1598L,G5V
290,HIP 59394 ,12:11:03.9 ,-23:36:08.5 ,H-coron (~1 hr); H-coron-pol,182.76625,-23.6023611111111,b'*   3 Crv',12 11 03.7547,-23 36 08.722,58.81,,pc,-0.6634,0.6634,paral,2018yCat.1345....0G,,,,,,,,,5.35699987411499,8954,,,,b'SUN',,2012A&A...537A.120Z,A1V
291,HIP59397 ,12:11:05.9 ,-56:24:04.8 ,H-coron (~1 hr); H-coron-pol,182.77458333333303,-56.4013333333333,b'HD 105857',12 11 05.7954,-56 24 04.881,112.4429,,pc,-0.4956,0.4956,paral,2018yCat.1345....0G,,,,,,,,,7.065999984741211,0,,,,b'',,,A2V
292,HIP59413 ,12:11:14.8 ,-52:13:03.1 ,H-coron (~1 hr),182.81166666666698,-52.217527777777796,b'HD 105874',12 11 14.7527,-52 13 03.185,121.0991,,pc,-0.5661,0.5661,paral,2018yCat.1345....0G,,,,,,,,,,0,,,,b'',,,A6V
293,HIP59481 ,12:11:58.9 ,-50:46:12.4 ,H-coron (~1 hr),182.99541666666698,-50.7701111111111,b'HD 105994',12 11 58.7635,-50 46 12.521,112.7955,,pc,-0.6832,0.6832,paral,2018yCat.1345....0G,,,,,,,,,7.564000129699707,6724,,,,b'SUN',,2006A&A...450..735M,F3V
294,HD 106444 ,12:14:50.7 ,-55:47:23.5 ,H-coron (~1 hr); H-coron-pol,183.71125,-55.789861111111094,b'HD 106444',12 14 50.6487,-55 47 23.526,114.8528,,pc,-0.5184,0.5184,paral,2018yCat.1345....0G,,,,,,,,7.534999847412109,7.35699987411499,0,,,,b'',,,F5V
295,TYC 8637-2610-1,12:14:52.2 ,-55:47:03.7 ,H-coron (~1 hr),183.7175,-55.784361111111096,b'CD-55  4499',12 14 52.2355,-55 47 03.631,115.1875,,pc,-0.4631,0.4631,paral,2018yCat.1345....0G,,,,,,,,,7.656000137329102,6000,4.0,,D,b'',,2013AJ....146..134K,G9V(e)
296,HIP59724 ,12:14:56.4 ,-47:56:54.5 ,H-coron (~1 hr); H-coron-pol,183.735,-47.94847222222221,b'HD 106473',12 14 56.2987,-47 56 54.583,116.5705,,pc,-0.6618,0.6618,paral,2018yCat.1345....0G,,,,,,,,,7.48199987411499,0,,,,b'',,,A6III
297,HIP 59726 ,12:14:57.4 ,-41:08:22.0 ,H-coron (~1 hr),183.739166666667,-41.1394444444444,b'HD 106489',12 14 56.9138,-41 08 21.910,32.2281,,pc,-0.0446,0.0446,paral,2018yCat.1345....0G,,,,,,,,,6.007999897003174,5750,4.519999980926514,,,b'',,2003AJ....125.1598L,G5V
298,TWA 25 ,12:15:31 ,-39:48:42 ,H-coron (~1 hr); H-coron-pol,183.87916666666698,-39.8116666666667,b'V* V1249 Cen',12 15 30.6036,-39 48 42.605,53.111,,pc,-0.1859,0.1859,paral,2018yCat.1345....0G,,,,,,,,9.5,7.504000186920166,3990,,,,b'SUN',,2014MNRAS.443.2561G,M0.5
299,HIP59898 ,12:17:06.4 ,-65:41:34.6 ,H-coron (~1 hr); H-coron-pol,184.27666666666698,-65.6929444444444,b'HD 106797',12 17 06.2006,-65 41 34.651,105.9434,,pc,-0.6039,0.6039,paral,2018yCat.1345....0G,,,,,,,,,6.031000137329102,10116,,,,b'SUN',,2012A&A...537A.120Z,A0V
300,HIP59960 ,12:17:53.2 ,-55:58:31.8 ,H-coron (~1 hr); H-coron-pol,184.47166666666698,-55.9755,b'HD 106906',12 17 53.1100,-55 58 31.890,103.334,,pc,-0.458,0.458,paral,2018yCat.1345....0G,,,,,,,,,6.758999824523926,6515,,,,b'SUN',,2011A&A...530A.138C,F5V
300,HIP59960 ,12:17:53.2 ,-55:58:31.8 ,H-coron (~1 hr); H-coron-pol,184.47166666666698,-55.9755,b'HD 106906',12 17 53.1100,-55 58 31.890,103.334,,pc,-0.458,0.458,paral,2018yCat.1345....0G,,,,,,,,,6.758999824523926,6515,,,,b'SUN',,2011A&A...530A.138C,F5V
301,HD 107146 ,12:19:06.5 ,16:32:53.9 ,H-coron (~1 hr); H-coron-pol,184.77708333333302,16.548305555555597,b'HD 107146',12 19 06.2892,+16 32 53.870,27.4712,,pc,-0.0315,0.0315,paral,2018yCat.1345....0G,675000.0,,km,,,,2007ApJ...660.1556R,6.400000095367432,5.611000061035156,5882,4.46999979019165,-0.029999999329447746,,b'SUN',,2005ApJS..159..141V,G2V
302,HIP60183 ,12:20:28.3 ,-65:50:33.5 ,H-coron (~1 hr); H-coron-pol,185.11791666666699,-65.8426388888889,b'HD 107301',12 20 28.1024,-65 50 33.570,97.3625,,pc,-0.5868,0.5868,paral,2018yCat.1345....0G,,,,,,,,,6.2769999504089355,10568,,,,b'SUN',,2012A&A...537A.120Z,B9V
303,HD 107722 ,12:23:29.0 ,-77:40:51.0 ,H-coron (~1 hr),185.87083333333302,-77.6808333333333,b'HD 107722',12 23 28.6832,-77 40 51.425,76.5562,,pc,-0.2116,0.2116,paral,2018yCat.1345....0G,,,,,,,,,7.216000080108643,7166,4.46999979019165,,,b'SUN',,2014MNRAS.442..220F,F6V
304,HIP60459 ,12:23:42.2 ,-63:52:12.2 ,H-coron (~1 hr),185.925833333333,-63.8700555555556,b'HD 107821',12 23 42.0932,-63 52 12.288,108.2579,,pc,-0.7219,0.7219,paral,2018yCat.1345....0G,,,,,,,,,7.051000118255615,0,,,,b'',,,A3V
305,HIP 60595 ,12:25:11.8 ,-11:36:37.8 ,H-coron (~1 hr),186.299166666667,-11.6105,b'HD 108107',12 25 11.6923,-11 36 38.118,72.6042,,pc,-0.9141,0.9141,paral,2018yCat.1345....0G,,,,,,,,,5.914000034332275,9204,,,,b'SUN',,2012A&A...537A.120Z,A1V
306,HD 108611 ,12:29:02.2 ,-64:55:00.6 ,H-coron (~1 hr),187.25916666666697,-64.9168333333333,b'HD 108611',12 29 02.1500,-64 55 00.645,111.9382,,pc,-0.6892,0.6892,paral,2018yCat.1345....0G,,,,,,,,,7.252999782562256,5373,,,,b'SUN',,2011A&A...530A.138C,G5V
307,HIP61049 ,12:30:46.3 ,-58:11:16.7 ,H-coron (~1 hr); H-coron-pol,187.69291666666697,-58.18797222222221,b'HD 108857',12 30 46.1885,-58 11 16.781,104.5161,,pc,-0.9285,0.9285,paral,2018yCat.1345....0G,,,,,,,,,7.189000129699707,0,,,,b'',,,F7V
308,HIP61087 ,12:31:12.7 ,-61:54:31.4 ,H-coron (~1 hr),187.802916666667,-61.9087222222222,b'HD 108904',12 31 12.5462,-61 54 31.491,108.0205,,pc,-0.3839,0.3839,paral,2018yCat.1345....0G,,,,,,,,,6.818999767303467,6481,,,,b'SUN',,2011A&A...530A.138C,F6V
309,eta CrV ,12:32:04.2 ,-16:11:45.6 ,H-coron (~1 hr); H-coron-pol,188.0175,-16.195999999999998,b'* eta Crv',12 32 03.7099,-16 11 45.616,17.9613,,pc,-0.166,0.166,paral,2018yCat.1345....0G,1130000.0,,km,,,,2007ApJ...660.1556R,,3.371999979019165,6784,4.059999942779541,,,b'',,2003AJ....125.1598L,F2V
310,HIP 61468 ,12:35:45.6 ,-41:01:18.8 ,H-coron (~1 hr),188.94,-41.021888888888896,b'HD 109536',12 35 45.3659,-41 01 19.021,34.8865,,pc,-0.1818,0.1818,paral,2018yCat.1345....0G,,,,,,,,,4.708000183105469,7646,3.9800000190734863,,,b'',,2003AJ....125.1598L,A7V
311,HR 4796 ,12:36:01.1 ,-39:52:10.0 ,H-coron (~1 hr); H-coron-pol,189.00458333333302,-39.8694444444444,b'HD 109573',12 36 00.9471,-39 52 10.222,71.9093,,pc,-0.6975,0.6975,paral,2018yCat.1345....0G,1110000.0,,km,,,,2007ApJ...660.1556R,5.809999942779541,5.794000148773193,9750,,,,b'SUN',,2012A&A...537A.120Z,A0V
312,HIP61684 ,12:38:42.8 ,-68:45:49.0 ,H-coron (~1 hr); H-coron-pol,189.67833333333303,-68.7636111111111,b'HD 109832',12 38 42.6588,-68 45 49.120,108.3142,,pc,-0.4845,0.4845,paral,2018yCat.1345....0G,,,,,,,,,7.2729997634887695,6901,,,,b'SUN',,2006A&A...450..735M,A9V
313,HD 109908 ,12:38:49.0 ,-51:12:56.1 ,H-coron (~1 hr); H-coron-pol,189.704166666667,-51.2155833333333,b'HD 109908',12 38 48.9744,-51 12 56.141,56.306,,pc,-0.1817,0.1817,paral,2018yCat.1345....0G,,,,,,,,,6.955999851226807,6058,,,,b'SUN',,2011A&A...530A.138C,G0V
314,TYC 9412-59-1,12:39:21.2 ,-75:02:39.2 ,H-coron (~1 hr),189.83833333333303,-75.0442222222222,b'CD-74   712',12 39 21.1030,-75 02 39.184,103.6742,,pc,-0.2891,0.2891,paral,2018yCat.1345....0G,,,,,,,,9.196999549865723,7.953000068664551,4749,4.0,,D,b'',,2013AJ....146..134K,K3Ve
315,HIP61782 ,12:39:46.2 ,-49:11:55.4 ,H-coron (~1 hr); H-coron-pol,189.9425,-49.1987222222222,b'HD 110058',12 39 46.1430,-49 11 55.552,129.9849,,pc,-1.328,1.328,paral,2018yCat.1345....0G,759000.0,,km,,,,2007ApJ...660.1556R,,7.586999893188477,0,,,,b'',,,A0V
